RA,Nome Anonimizado,Idade,Gênero,Ano ingresso,Fase,Turma,Instituição de ensino,PEDRA_CLASSIFICACAO,INDE_2024_CLEAN,IAN,IDA,IEG,IAA,IPS,IPP,IPV,Defasagem,Ativo/ Inativo,INDE 22,INDE 23,Pedra 22,Pedra 23,ANOS_NA_PM,RISCO_DEFASAGEM
RA-1608,Aluno-1608,15,Masculino,2024,5D,5D,Pública,Ametista,7.072539814866667,10.0,5.0,7.199074074333335,8.751,7.51,6.40625,6.83,0,Cursando,,,,,0,0
RA-1173,Aluno-1173,15,Masculino,2023,5D,5D,Pública,Topázio,8.220132915666667,10.0,5.833333333333333,9.665831245,9.168,7.51,8.125,8.2,0,Cursando,,7.67285,,Ametista,1,0
RA-237,Aluno-237,16,Feminino,2022,5F,5F,Privada - Programa de Apadrinhamento,Ametista,7.931384271366667,5.0,7.666666666666667,9.689754689666666,8.751,6.26,7.916666667,8.336666667,-1,Cursando,8.083730668737061,7.436566667,Topázio,Ametista,2,0
RA-147,Aluno-147,16,Feminino,2022,5F,5F,Pública,Ametista,7.400477922133334,5.0,6.166666666666667,9.277056277,8.334,7.51,7.5,7.386666667,-1,Cursando,7.540822106753813,5.5425,Ametista,Quartzo,2,0
RA-131,Aluno-131,17,Feminino,2021,5F,5F,Pública,Ametista,7.263155555633333,5.0,5.0,9.444444444666667,8.751,7.51,7.708333333,7.386666667,-2,Cursando,7.174196928571429,5.952358333,Ametista,Quartzo,3,0
RA-1609,Aluno-1609,17,Feminino,2024,5F,5F,Pública,Ametista,7.577233333233334,5.0,6.0,9.666666666666666,8.334,7.51,7.708333333,7.943333333,-2,Cursando,,,,,0,0
RA-137,Aluno-137,18,Feminino,2021,5F,5F,Concluiu o 3º EM,Agata,6.576761183366667,5.0,6.833333333333333,7.582972583,9.585,5.005,4.791666667,6.276666667,-2,Cursando,7.056350274891774,5.937025,Ametista,Quartzo,3,0
RA-1184,Aluno-1184,17,Masculino,2023,5F,5F,Pública,Ametista,7.411701731566668,5.0,7.666666666666667,8.658008657666668,6.666,7.51,7.291666667,7.5,-1,Cursando,,7.381566667,,Ametista,1,0
RA-138,Aluno-138,17,Masculino,2021,5F,5F,Pública,Ametista,7.3860274169,5.0,5.833333333333333,8.751803751666666,9.585,7.51,7.708333333,7.443333333,-2,Cursando,6.7380259603174615,6.784075,Ágata,Agata,3,0
RA-1610,Aluno-1610,17,Masculino,2024,5F,5F,Pública,Agata,6.7023729275666675,5.0,5.166666666666667,7.753697970666667,9.168,7.51,7.291666667,6.106666667,-2,Cursando,,,,,0,0
RA-1611,Aluno-1611,17,Masculino,2024,5F,5F,Pública,Agata,6.4589186218000005,5.0,4.5,8.361426442,7.083,7.51,7.5,5.886666667,-2,Cursando,,,,,0,0
RA-1612,Aluno-1612,18,Masculino,2024,5F,5F,Pública,Ametista,7.014528571366666,5.0,6.166666666666667,8.523809523666666,6.666,7.51,7.708333333,6.94,-2,Cursando,,,,,0,0
RA-1188,Aluno-1188,16,Feminino,2023,5G,5G,Pública,Ametista,7.801633333400001,5.0,7.0,10.0,9.168,7.51,8.125,7.106666667,-1,Cursando,,,,,1,0
RA-1613,Aluno-1613,17,Feminino,2024,5G,5G,Pública,Agata,6.085471428700001,5.0,3.0,7.1428571430000005,8.334,7.51,7.291666667,6.216666667,-2,Cursando,,,,,0,0
RA-244,Aluno-244,14,Feminino,2021,5G,5G,Privada - Programa de Apadrinhamento,Topázio,8.7225,10.0,9.5,10.0,7.5,6.26,8.125,8.17,1,Cursando,8.510208575470424,7.044333333,Topázio,Ametista,3,1
RA-267,Aluno-267,17,Feminino,2021,5G,5G,Pública,Quartzo,5.8963067819666675,5.0,2.0,8.285533910333333,10.002,6.26,4.583333333,6.273333333,-2,Cursando,6.011790235258207,,Ágata,,3,0
RA-1189,Aluno-1189,16,Feminino,2023,5G,5G,Pública,Ametista,7.6486387164,5.0,7.666666666666667,8.672360248333332,9.585,7.51,7.5,7.106666667,-1,Cursando,,,,,1,0
RA-113,Aluno-113,16,Feminino,2021,5G,5G,Pública,Ametista,7.043536903066667,5.0,6.666666666666667,7.063851181666667,8.751,7.51,7.5,7.106666667,-1,Cursando,3.0318062222222224,,Quartzo,,3,0
RA-152,Aluno-152,17,Feminino,2022,5L,5L,Pública,Agata,6.5837938596,5.0,5.166666666666667,7.337719298333333,7.5,5.63,7.8125,7.443333333,-2,Cursando,6.712044773504273,6.30695,Ágata,Agata,2,0
RA-318,Aluno-318,16,Feminino,2021,5L,5L,Pública,Ametista,7.025000925866668,5.0,4.666666666666667,9.129629629666667,7.917,7.51,7.34375,7.443333333,-1,Cursando,6.527470839262188,6.856575,Ágata,Agata,3,0
RA-274,Aluno-274,13,Feminino,2021,5L,5L,Privada - Programa de Apadrinhamento,Topázio,8.651029629666667,10.0,9.333333333333334,9.648148147999999,8.334,5.635,8.125,8.226666667,2,Cursando,7.945715145299146,8.137625,Ametista,Topázio,3,1
RA-319,Aluno-319,15,Masculino,2022,5L,5L,Pública,Ametista,7.948699561466667,10.0,5.833333333333333,9.024122807,9.585,7.51,7.34375,7.666666667,0,Cursando,7.448464223100571,8.367208333,Ametista,Topázio,2,0
RA-160,Aluno-160,17,Feminino,2021,5L,5L,Privada - Programa de Apadrinhamento,Agata,6.855108333266668,5.0,5.666666666666667,7.416666666666667,8.334,6.26,7.34375,7.723333333,-1,Cursando,6.745866585563862,6.598266667,Ágata,Agata,3,0
RA-161,Aluno-161,15,Feminino,2021,5L,5L,Privada - Programa de Apadrinhamento,Ametista,7.258445588333334,10.0,4.0,7.965686274666666,8.751,6.26,7.96875,7.836666667,0,Cursando,7.95721614036921,6.250166667,Ametista,Agata,3,0
RA-1614,Aluno-1614,16,Masculino,2024,5L,5L,Pública,Agata,6.787898989933334,5.0,6.5,6.574494949666668,7.5,7.51,7.5,7.11,-1,Cursando,,,,,0,0
RA-164,Aluno-164,17,Masculino,2021,5L,5L,Privada,Agata,6.837125731066667,5.0,5.666666666666667,8.084795321666666,9.585,6.26,6.25,6.886666667,-2,Cursando,6.775990920062696,5.638666667,Ágata,Quartzo,3,0
RA-165,Aluno-165,16,Feminino,2021,5L,5L,Privada - Programa de Apadrinhamento,Topázio,8.4627502436,10.0,8.5,9.431042884999998,7.5,7.51,7.96875,7.893333333,0,Cursando,8.063313842911878,7.583433333,Topázio,Ametista,3,0
RA-1615,Aluno-1615,15,Feminino,2024,5M,5M,Pública,Topázio,8.417533333333333,10.0,8.333333333333334,9.833333333333334,7.917,7.51,7.5,7.4575,0,Cursando,,,,,0,0
RA-1616,Aluno-1616,17,Feminino,2024,5M,5M,Pública,Ametista,7.147738235266668,5.0,6.166666666666667,8.436274509666667,8.334,7.51,7.1875,7.12,-1,Cursando,,,,,0,0
RA-271,Aluno-271,17,Feminino,2022,5M,5M,Pública,Ametista,7.400633333333334,5.0,7.333333333333333,8.958333333333334,9.168,6.26,7.5,6.7475,-1,Cursando,7.254680434997751,6.140333333,Ametista,Agata,2,0
RA-316,Aluno-316,15,Feminino,2022,5M,5M,Privada - Programa de Apadrinhamento,Topázio,8.708925,10.0,8.0,10.0,9.168,7.51,7.65625,8.3775,0,Cursando,7.8888911111111115,8.436908333,Ametista,Topázio,2,0
RA-286,Aluno-286,16,Feminino,2022,5M,5M,Pública,Quartzo,5.123180882333333,5.0,3.1666666666666665,4.031862745000001,6.666,6.26,7.34375,5.7825,-1,Cursando,5.423826381118881,5.713333333,Quartzo,Quartzo,2,0
RA-320,Aluno-320,15,Feminino,2022,5M,5M,Privada - Programa de Apadrinhamento,Topázio,8.442258333333335,10.0,6.666666666666667,10.0,9.168,7.51,7.65625,8.3775,0,Cursando,7.897223888888889,8.393508333,Ametista,Topázio,2,0
RA-1207,Aluno-1207,16,Feminino,2023,5M,5M,Pública,Agata,6.509169736866667,5.0,5.333333333333333,6.581140350999999,8.334,7.51,7.34375,6.5375,-1,Cursando,,7.58235,,Ametista,1,0
RA-1617,Aluno-1617,16,Feminino,2024,5M,5M,Pública,Quartzo,4.926285714266666,5.0,3.25,5.571428571333333,0.0,7.51,6.875,6.1175,-1,Cursando,,,,,0,0
RA-158,Aluno-158,15,Feminino,2021,5M,5M,Privada - Programa de Apadrinhamento,Agata,6.855159259266667,10.0,4.0,7.796296296333334,8.334,6.26,6.875,6.745,0,Cursando,7.302153111111111,7.297425,Ametista,Ametista,3,0
RA-306,Aluno-306,16,Feminino,2021,5M,5M,Pública,Agata,6.1661539474,5.0,2.8333333333333335,7.699561403666666,7.917,7.51,7.34375,6.4125,-1,Cursando,6.427354572463768,5.732375,Ágata,Quartzo,3,0
RA-1618,Aluno-1618,17,Masculino,2024,5M,5M,Pública,Ametista,7.0487660130666665,5.0,6.333333333333333,7.908496732000001,8.334,7.51,7.5,6.83,-1,Cursando,,,,,0,0
RA-308,Aluno-308,15,Masculino,2021,5M,5M,Pública,Ametista,7.489282456133334,10.0,6.5,8.714912280666667,7.083,5.635,7.5,7.1225,1,Cursando,6.929611095238096,6.578558333,Ágata,Agata,3,1
RA-1619,Aluno-1619,15,Masculino,2024,5M,5M,Pública,Ametista,7.393951851866667,10.0,4.25,9.259259259333334,7.501,7.51,7.5,7.205,1,Cursando,,,,,0,1
RA-299,Aluno-299,15,Feminino,2021,5N,5N,Privada - Programa de Apadrinhamento,Topázio,8.177186956533333,10.0,8.166666666666666,8.963768115999999,8.751,6.26,7.5,7.5,1,Cursando,7.278024793650793,6.796541667,Ametista,Agata,3,1
RA-251,Aluno-251,16,Masculino,2021,5N,5N,Pública,Agata,6.7135006212,5.0,4.5,8.612836439,8.751,5.63,6.875,7.326666667,-1,Cursando,7.0217378212853765,6.665208333,Ágata,Agata,3,0
RA-157,Aluno-157,14,Feminino,2021,5N,5N,Privada - Programa de Apadrinhamento,Topázio,8.950566666733334,10.0,9.666666666666666,10.0,8.334,6.26,8.125,8.726666667,1,Cursando,8.31659788888889,7.879008333,Topázio,Ametista,3,1
RA-1620,Aluno-1620,16,Masculino,2024,5N,5N,Pública,Agata,6.652766666666667,5.0,5.166666666666667,6.666666666666667,8.751,7.51,7.5,7.05,-1,Cursando,,,,,0,0
RA-321,Aluno-321,14,Feminino,2022,5N,5N,Pública,Topázio,8.125807932933334,10.0,7.166666666666667,9.534706331,7.917,6.26,8.125,7.776666667,1,Cursando,7.792205060606061,7.695233333,Ametista,Ametista,2,1
RA-1195,Aluno-1195,18,Feminino,2022,5N,5N,Pública,Ametista,7.5085144926666665,5.0,6.166666666666667,9.855072463666666,9.585,5.63,7.5,7.663333333,-2,Cursando,,5.677291667,,Quartzo,2,0
RA-1200,Aluno-1200,16,Feminino,2023,5N,5N,Pública,Quartzo,5.6415838956,5.0,1.5,7.099419478000001,7.917,6.26,7.5,6.27,-1,Cursando,,5.711166667,,Quartzo,1,0
RA-278,Aluno-278,14,Masculino,2021,5N,5N,Privada - Programa de Apadrinhamento,Topázio,8.907314492800001,10.0,9.333333333333334,9.855072463666666,9.168,7.51,8.125,7.946666667,1,Cursando,7.740831693121693,7.1935,Ametista,Ametista,3,1
RA-85,Aluno-85,17,Masculino,2022,5N,5N,Pública,Agata,6.999509385733333,5.0,7.666666666666667,8.668046928999999,8.334,3.755,6.25,6.993333333,-2,Cursando,6.243027512820514,7.08435,Ágata,Ametista,2,0
RA-279,Aluno-279,15,Masculino,2021,5N,5N,Privada - Programa de Apadrinhamento,Topázio,9.113133333366667,10.0,9.333333333333334,10.0,9.168,7.51,8.333333333,8.726666667,1,Cursando,8.815164203703704,9.006266667,Topázio,Topázio,3,1
RA-1621,Aluno-1621,17,Feminino,2024,5N,5N,Pública,Topázio,8.107033333366667,5.0,8.333333333333334,10.0,7.917,6.26,8.333333333,8.446666667,-1,Cursando,,,,,0,0
RA-280,Aluno-280,15,Feminino,2021,5N,5N,Privada - Programa de Apadrinhamento,Topázio,8.822714492700001,10.0,9.333333333333334,9.855072463666666,7.917,6.26,8.333333333,8.67,1,Cursando,8.045898786731787,8.189225,Ametista,Topázio,3,1
RA-1201,Aluno-1201,16,Masculino,2023,5N,5N,Pública,Topázio,8.376195238033333,5.0,9.0,9.523809523666666,8.751,7.51,8.333333333,8.56,-1,Cursando,,8.378008333,,Topázio,1,0
RA-1622,Aluno-1622,16,Feminino,2024,5N,5N,Pública,Topázio,8.429066666633334,5.0,9.666666666666666,10.0,8.334,7.51,8.333333333,7.89,-1,Cursando,,,,,0,0
RA-132,Aluno-132,16,Feminino,2021,6A,6A,Privada - Programa de Apadrinhamento,Topázio,8.4746321428,10.0,8.333333333333334,8.380952380666665,8.334,7.51,8.59375,8.44,0,Cursando,8.354717840548341,7.350625,Topázio,Ametista,3,0
RA-42,Aluno-42,17,Masculino,2021,6A,6A,Pública,Ametista,7.656628769866667,5.0,8.166666666666666,9.682539682666667,9.168,5.635,6.796875,7.134,-1,Cursando,6.719708994708995,6.794516667,Ágata,Agata,3,0
RA-1623,Aluno-1623,17,Masculino,2024,6A,6A,Pública,Ametista,7.7609537037333345,10.0,6.0,8.518518518666667,9.168,6.26,7.8125,7.666,0,Cursando,,,,,0,0
RA-106,Aluno-106,16,Feminino,2021,6A,6A,Privada - Programa de Apadrinhamento,Ametista,7.721664285733334,10.0,5.666666666666667,8.761904762,9.168,5.635,7.8125,7.872,0,Cursando,7.9733816513168145,7.769658333,Ametista,Ametista,3,0
RA-123,Aluno-123,18,Masculino,2021,6A,6A,Privada - Programa de Apadrinhamento,Agata,6.887248015866668,5.0,7.166666666666667,8.412698412666666,7.5,5.635,6.71875,6.43,-1,Cursando,7.0841091954022986,6.068333333,Ametista,Agata,3,0
RA-125,Aluno-125,17,Feminino,2022,6A,6A,Privada,Agata,6.627079761933334,5.0,6.166666666666667,5.6428571430000005,8.334,7.51,7.34375,7.232,-1,Cursando,7.619179857540927,6.989633333,Ametista,Agata,2,0
RA-1624,Aluno-1624,18,Feminino,2024,6A,6A,Concluiu o 3º EM,Ametista,7.743213492066667,5.0,7.5,9.460317460333334,7.917,7.51,7.8125,7.636,-1,Cursando,,,,,0,0
RA-1625,Aluno-1625,17,Masculino,2024,6A,6A,Pública,Agata,6.888194089266667,10.0,4.333333333333333,7.112887113,7.5,7.51,7.1875,6.896,0,Cursando,,,,,0,0
RA-1626,Aluno-1626,16,Feminino,2024,6A,6A,Pública,Topázio,8.541085606066668,10.0,7.333333333333333,9.696969697,8.751,7.51,8.28125,8.404,0,Cursando,,,,,0,0
RA-1627,Aluno-1627,17,Feminino,2024,6A,6A,Pública,Ametista,7.481547222200001,5.0,7.833333333333333,7.777777777666667,7.083,7.51,7.65625,8.172,-1,Cursando,,,,,0,0
RA-1628,Aluno-1628,16,Feminino,2024,6A,6A,Pública,Ametista,7.500131368600001,10.0,5.833333333333333,8.509823509666667,8.334,7.51,6.875,6.798,0,Cursando,,,,,0,0
RA-112,Aluno-112,17,Feminino,2021,6A,6A,Privada - Programa de Apadrinhamento,Topázio,8.052609920666667,10.0,8.0,7.978174603333333,7.083,7.51,7.96875,8.004,0,Cursando,7.83582013255232,7.141308333,Ametista,Ametista,3,0
RA-1629,Aluno-1629,17,Feminino,2024,6A,6A,Pública,Ametista,7.560550529133334,5.0,7.25,8.645502645666667,9.585,7.51,7.1875,7.266,-1,Cursando,,,,,0,0
RA-91,Aluno-91,18,Feminino,2021,6L,6L,Privada - Programa de Apadrinhamento,Ametista,7.426704761933335,5.0,7.333333333333333,7.476190476333334,10.002,5.635,7.875,8.068,-1,Cursando,6.644810737664296,7.42395,Ágata,Ametista,3,0
RA-167,Aluno-167,18,Feminino,2021,6L,6L,Privada - Programa de Apadrinhamento,Topázio,8.033470175466666,5.0,8.166666666666666,9.473684210666667,8.751,6.26,8.375,8.334,-1,Cursando,7.7984703695652176,7.806141667,Ametista,Ametista,3,0
RA-1203,Aluno-1203,17,Feminino,2023,6L,6L,Privada - Programa de Apadrinhamento,Topázio,8.9495245614,10.0,9.0,9.649122807,9.168,7.51,8.375,8.572,0,Cursando,,7.487841667,,Ametista,1,0
RA-94,Aluno-94,17,Feminino,2021,6L,6L,Privada - Programa de Apadrinhamento,Topázio,8.637033333333335,10.0,8.0,9.666666666666666,10.002,6.26,8.375,8.2,0,Cursando,8.920648367521368,7.289333333,Topázio,Ametista,3,0
RA-81,Aluno-81,16,Feminino,2021,6L,6L,Privada - Programa de Apadrinhamento,Topázio,8.256566666666668,10.0,7.5,9.333333333333334,9.168,6.26,7.875,7.798,0,Cursando,7.674870047785548,7.45425,Ametista,Ametista,3,0
RA-1630,Aluno-1630,16,Masculino,2024,6L,6L,Privada - Programa de Apadrinhamento,Topázio,8.583133333333334,10.0,7.333333333333333,9.833333333333334,8.334,7.51,8.25,8.702,0,Cursando,,,,,0,0
RA-171,Aluno-171,18,Masculino,2022,6L,6L,Pública,Ametista,7.3289333333333335,5.0,8.333333333333334,7.833333333333333,7.5,5.635,7.625,7.598,-1,Cursando,6.580933343434343,6.293083333,Ágata,Agata,2,0
RA-1220,Aluno-1220,18,Feminino,2023,6L,6L,Concluiu o 3º EM,Ametista,7.143244444466667,5.0,7.666666666666667,8.555555555666666,7.083,6.885,7.5,6.26,-1,Cursando,,6.46725,,Agata,1,0
RA-1631,Aluno-1631,17,Masculino,2024,6L,6L,Privada,Topázio,8.186433333333333,5.0,7.166666666666667,10.0,9.585,7.51,8.5,8.468,-1,Cursando,,,,,0,0
RA-1632,Aluno-1632,16,Masculino,2024,6L,6L,Pública,Topázio,8.389333333333335,10.0,6.666666666666667,10.0,9.168,7.51,7.75,8.066,0,Cursando,,,,,0,0
RA-1210,Aluno-1210,17,Feminino,2023,6L,6L,Pública,Topázio,8.2302,10.0,5.5,10.0,9.585,7.51,7.875,8.166,0,Cursando,,7.171083333,,Ametista,1,0
RA-175,Aluno-175,17,Feminino,2021,6L,6L,Privada - Programa de Apadrinhamento,Topázio,8.024136842133334,5.0,8.5,9.473684210666667,10.002,6.26,7.5,7.766,-1,Cursando,6.749980560606062,6.569516667,Ágata,Agata,3,0
RA-80,Aluno-80,18,Feminino,2021,7A,7A,Privada - Programa de Apadrinhamento,Topázio,8.131659175733333,10.0,7.0,7.8961292116666675,8.751,8.13,8.75,7.946666667,0,Cursando,7.2897954425019424,7.252275,Ametista,Ametista,3,0
RA-40,Aluno-40,18,Feminino,2021,7A,7A,Privada - Programa de Apadrinhamento,Ametista,7.098051462066667,10.0,5.333333333333333,7.211257310000001,7.083,8.13,8.125,6.276666667,0,Cursando,7.2029775238095235,7.169975,Ametista,Ametista,3,0
RA-1214,Aluno-1214,17,Masculino,2023,7A,7A,Pública,Topázio,8.5902971362,10.0,8.0,9.081527348,10.002,8.13,8.28125,7.663333333,0,Cursando,,8.378666667,,Topázio,1,0
RA-92,Aluno-92,18,Feminino,2021,7A,7A,Privada - Programa de Apadrinhamento,Topázio,8.052279017,10.0,7.5,8.769145085,10.002,7.51,7.8125,6.33,0,Cursando,6.957316284888314,7.375916667,Ágata,Ametista,3,0
RA-45,Aluno-45,17,Feminino,2021,7A,7A,Privada - Programa de Apadrinhamento,Topázio,8.743476190400001,10.0,8.0,9.619047619,7.5,9.38,8.75,8.283333333,0,Cursando,7.590972222222223,8.303591667,Ametista,Topázio,3,0
RA-56,Aluno-56,17,Feminino,2021,7A,7A,Privada - Programa de Apadrinhamento,Topázio,9.077020175400001,10.0,7.666666666666667,9.265350877333333,10.002,10.0,8.4375,9.233333333,0,Cursando,8.404169666666668,8.284333333,Topázio,Topázio,3,0
RA-57,Aluno-57,18,Masculino,2021,7A,7A,Privada - Programa de Apadrinhamento,Ametista,7.4193804301999995,10.0,6.166666666666667,6.010860484333333,9.585,6.88,8.59375,7.39,0,Cursando,7.304722388888888,6.450875,Ametista,Agata,3,0
RA-58,Aluno-58,17,Masculino,2021,7A,7A,Privada - Programa de Apadrinhamento,Topázio,8.7713289474,10.0,7.333333333333333,9.824561403666666,9.585,7.51,9.0625,8.62,0,Cursando,8.135882296296298,7.70625,Topázio,Ametista,3,0
RA-78,Aluno-78,19,Feminino,2021,7A,7A,Privada - Programa de Apadrinhamento,Topázio,8.1780308688,10.0,7.5,8.028404344,8.751,8.755,8.4375,7.39,0,Cursando,7.039504634920634,6.434625,Ametista,Agata,3,0
RA-87,Aluno-87,17,Masculino,2021,7A,7A,Privada - Programa de Apadrinhamento,Topázio,9.437924561333332,10.0,9.166666666666666,9.649122807,8.751,9.375,9.375,9.623333333,1,Cursando,8.71196797863248,8.6625,Topázio,Topázio,3,1
RA-64,Aluno-64,18,Feminino,2021,7A,7A,Privada - Programa de Apadrinhamento,Topázio,8.743607059266667,10.0,8.166666666666666,8.980785296666667,10.002,8.135,8.4375,8.283333333,0,Cursando,7.3675192298474945,7.452541667,Ametista,Ametista,3,0
RA-48,Aluno-48,17,Feminino,2021,7A,7A,Privada - Programa de Apadrinhamento,Topázio,8.402390371800001,10.0,7.5,8.339076859,7.917,9.375,8.59375,8.23,0,Cursando,8.005754301587302,7.797058333,Ametista,Ametista,3,0
RA-1230,Aluno-1230,17,Feminino,2021,7E,7E,Privada - Programa de Apadrinhamento,Quartzo,4.7612000000000005,10.0,0.0,0.0,7.917,7.195,7.5,7.5,0,Cursando,,,,,3,0
RA-90,Aluno-90,15,Feminino,2021,7E,7E,Privada *Parcerias com Bolsa 100%,Topázio,8.352033333333335,10.0,8.066666666666666,9.0,10.002,6.885,7.5,7.5,2,Cursando,9.441521857142858,8.699408333,Topázio,Topázio,3,1
RA-269,Aluno-269,15,Masculino,2022,7E,7E,Privada *Parcerias com Bolsa 100%,Topázio,8.4773,10.0,8.200000000000001,9.6,9.168,7.505,7.5,7.5,2,Cursando,8.230908478550688,8.116041667,Topázio,Topázio,2,1
RA-270,Aluno-270,15,Feminino,2021,7E,7E,Privada - Programa de Apadrinhamento,Quartzo,4.79255,10.0,0.0,0.0,9.168,6.2575,7.5,7.5,2,Cursando,8.225582168498168,7.982633333,Topázio,Ametista,3,1
RA-76,Aluno-76,16,Feminino,2021,7E,7E,Privada *Parcerias com Bolsa 100%,Topázio,8.152033333333334,10.0,7.066666666666666,9.0,10.002,6.885,7.5,7.5,2,Cursando,9.105280944444445,,Topázio,,3,1
RA-153,Aluno-153,16,Feminino,2021,7E,7E,Privada - Programa de Apadrinhamento,Quartzo,4.78185,10.0,0.0,0.0,8.751,6.5675,7.5,7.5,2,Cursando,7.535259906926407,7.289966667,Ametista,Ametista,3,1
RA-1226,Aluno-1226,17,Feminino,2021,7E,7E,Privada *Parcerias com Bolsa 100%,Ametista,7.785233333333334,10.0,6.066666666666666,9.0,8.334,6.885,7.5,7.5,0,Cursando,,,,,3,0
RA-93,Aluno-93,17,Feminino,2021,7E,7E,Privada - Programa de Apadrinhamento,Topázio,8.275550000066668,10.0,7.483333333333333,9.931666667,9.168,6.2575,7.5,7.5,1,Cursando,8.940600419054803,,Topázio,,3,1
RA-119,Aluno-119,16,Feminino,2021,7E,7E,Privada - Programa de Apadrinhamento,Topázio,8.085299999933333,10.0,7.366666666666667,9.983333333,7.083,6.57,7.5,7.5,1,Cursando,7.500521257187258,,Ametista,,3,1
RA-241,Aluno-241,16,Masculino,2021,7E,7E,Privada *Parcerias com Bolsa 100%,Topázio,8.311616666733334,10.0,6.816666666666667,9.891666667,10.002,7.1975,7.5,7.5,2,Cursando,8.467711333333334,7.016,Topázio,Ametista,3,1
RA-242,Aluno-242,15,Masculino,2021,7E,7E,Privada *Parcerias com Bolsa 100%,Topázio,8.2887,10.0,7.650000000000001,9.621,9.585,6.26,7.5,7.5,2,Cursando,8.672919666666665,8.221841667,Topázio,Topázio,3,1
RA-52,Aluno-52,15,Masculino,2021,7E,7E,Privada *Parcerias com Bolsa 100%,Topázio,8.144466666733333,10.0,7.216666666666666,9.437666667,8.751,6.885,7.5,7.5,2,Cursando,7.8608746825396825,7.9642,Ametista,Ametista,3,1
RA-1227,Aluno-1227,17,Feminino,2021,7E,7E,Privada - Programa de Apadrinhamento,Quartzo,4.8446,10.0,0.0,0.0,8.751,7.195,7.5,7.5,0,Cursando,,,,,3,0
RA-245,Aluno-245,16,Masculino,2021,7E,7E,Privada - Programa de Apadrinhamento,Topázio,8.452633333266668,10.0,8.033333333333333,9.953333333,9.168,6.885,7.5,7.5,2,Cursando,8.655707365079365,7.171166667,Topázio,Ametista,3,1
RA-246,Aluno-246,15,Masculino,2022,7E,7E,Privada *Parcerias com Bolsa 100%,Quartzo,4.7404,10.0,0.0,0.0,8.334,6.57,7.5,7.5,2,Cursando,8.639021494227995,8.256766667,Topázio,Topázio,2,1
RA-1228,Aluno-1228,18,Feminino,2021,7E,7E,Privada - Programa de Apadrinhamento,Quartzo,4.8761,10.0,0.0,0.0,8.751,7.51,7.5,7.5,0,Cursando,,,,,3,0
RA-1229,Aluno-1229,17,Feminino,2021,7E,7E,Privada - Programa de Apadrinhamento,Quartzo,4.8238,10.0,0.0,0.0,9.168,6.57,7.5,7.5,0,Cursando,,,,,3,0
RA-98,Aluno-98,16,Feminino,2021,7E,7E,Privada *Parcerias com Bolsa 100%,Topázio,8.617450000000002,10.0,8.9,9.546,9.585,7.1975,7.5,7.5,1,Cursando,9.354308222222222,,Topázio,,3,1
RA-277,Aluno-277,16,Masculino,2021,7E,7E,Privada *Parcerias com Bolsa 100%,Topázio,8.0689833334,10.0,6.8999999999999995,9.741666667,8.334,6.5725,7.5,7.5,2,Cursando,7.411457833333333,7.7284,Ametista,Ametista,3,1
RA-172,Aluno-172,16,Feminino,2021,7E,7E,Privada - Programa de Apadrinhamento,Topázio,8.128766666666667,10.0,6.933333333333334,9.8,8.751,6.57,7.5,7.5,1,Cursando,8.67342461904762,,Topázio,,3,1
RA-291,Aluno-291,15,Masculino,2022,7E,7E,Privada - Programa de Apadrinhamento,Ametista,7.9319666667333335,10.0,6.166666666666667,9.737666667,8.751,6.26,7.5,7.5,2,Cursando,8.121970030303032,8.493058333,Topázio,Topázio,2,1
RA-86,Aluno-86,18,Masculino,2021,7E,7E,Privada *Parcerias com Bolsa 100%,Ametista,7.611233333266666,10.0,5.483333333333333,9.704333333,6.667,6.57,7.5,7.5,0,Cursando,7.566015304972806,,Ametista,,3,0
RA-143,Aluno-143,15,Masculino,2021,7E,7E,Privada - Programa de Apadrinhamento,Ametista,7.449366666666667,10.0,2.6333333333333333,9.92,10.002,6.885,7.5,7.5,2,Cursando,8.63847438888889,7.794358333,Topázio,Ametista,3,1
RA-166,Aluno-166,16,Masculino,2021,7E,7E,Privada *Parcerias com Bolsa 100%,Topázio,8.243183333333334,10.0,8.266666666666667,9.246,8.334,6.5725,7.5,7.5,1,Cursando,8.253049807035875,8.105583333,Topázio,Topázio,3,1
RA-191,Aluno-191,15,Masculino,2021,7E,7E,Privada *Parcerias com Bolsa 100%,Ametista,7.7887,10.0,6.3999999999999995,9.571,7.5,5.945,7.5,7.5,2,Cursando,8.740216279956428,7.263666667,Topázio,Ametista,3,1
